Relative Pressure,Indoor Temperature,Indoor Humidity,Outdoor Temperature,Outdoor Humidity,Dewpoint,Windchill,Wind Speed,Wind Direction,Rain Total,Time,Date
30.05,82.7,59,81.6,67,69.7,81.6,0,NNW,794.27,8:30,10.08.2009
30.05,82.7,59,82.2,66,69.7,82.2,0,NW,794.27,8:35,10.08.2009
30.05,82.9,59,82.5,65,69.6,82.5,0,W,794.27,8:40,10.08.2009
30.05,82.9,59,83.3,65,70.3,83.3,0,W,794.27,8:45,10.08.2009
30.05,82.9,59,83.4,64,70,83.4,0,WNW,794.27,8:50,10.08.2009
30.05,82.7,59,83.1,63,69.2,82.3,5.3,NW,794.27,8:55,10.08.2009
30.05,82.7,59,82.9,64,69.5,82.9,0,NNW,794.27,9:00,10.08.2009
30.05,82.9,59,83.1,64,69.7,83.1,0,W,794.27,9:05,10.08.2009
30.05,83.1,59,83.4,63,69.6,83.4,0,WSW,794.27,9:10,10.08.2009
30.04,83.1,59,83.8,63,69.9,83.8,0,NW,794.27,9:15,10.08.2009
30.05,83.4,58,84.2,62,69.8,84.2,2.6,NNW,794.27,9:20,10.08.2009
30.04,83.4,58,84.5,61,69.6,84.5,2.6,W,794.27,9:25,10.08.2009
30.05,83.4,58,85.2,60,69.8,85.2,3.8,NW,794.27,9:30,10.08.2009
30.05,83.6,58,85.8,59,69.8,85.8,0,NW,794.27,9:35,10.08.2009
30.05,83.8,57,86.5,57,69.5,86.5,0,W,794.27,9:40,10.08.2009
30.05,83.8,57,86.9,57,69.8,86.9,0,WNW,794.27,9:45,10.08.2009
30.05,84,57,87.4,57,70.3,87.4,0,NW,794.27,9:50,10.08.2009
30.05,84.2,58,87.9,56,70.3,87.9,0,NNW,794.27,9:55,10.08.2009
30.04,84.2,58,88.7,56,71,88.7,0,NW,794.27,10:00,10.08.2009
30.04,84.3,57,88.8,55,70.6,88.5,6.7,NNW,794.27,10:05,10.08.2009
30.04,84.5,57,89.2,55,71,89.2,0,NNW,794.27,10:10,10.08.2009
30.04,84.7,57,89.7,54,70.9,89.5,6.7,NW,794.27,10:15,10.08.2009
30.04,84.9,57,90.1,54,71.3,90.1,3.1,NW,794.27,10:20,10.08.2009
30.04,84.9,57,90.5,53,71,90.5,0,NW,794.27,10:25,10.08.2009
30.04,85.1,56,91.2,52,71.1,91.2,0,SW,794.27,10:30,10.08.2009
30.04,85.1,56,91.2,51,70.6,91.2,0,N,794.27,10:35,10.08.2009
30.04,85.2,56,91,51,70.4,91,2.2,NW,794.27,10:40,10.08.2009
30.04,85.4,56,91.2,51,70.6,91.2,0,NW,794.27,10:45,10.08.2009
30.03,85.6,55,91.4,50,70.2,91.4,0,WNW,794.27,10:50,10.08.2009
30.03,85.6,55,91.5,50,70.3,91.5,5.3,NW,794.27,10:55,10.08.2009
30.02,85.6,55,91.7,50,70.5,91.7,0,WNW,794.27,11:00,10.08.2009
30.02,85.8,55,91.9,50,70.7,91.9,0,NW,794.27,11:05,10.08.2009
30.02,85.8,55,92.1,50,70.8,92.1,0,N,794.27,11:10,10.08.2009
30.02,86,55,92.4,50,71.2,92.4,6.7,NW,794.27,11:15,10.08.2009
30.03,86.1,55,92.8,49,70.9,92.8,6.9,SSW,794.27,11:20,10.08.2009
30.02,86.3,55,93,49,71.1,93,2.9,WNW,794.27,11:25,10.08.2009
30.02,86.7,55,93.7,49,71.7,93.7,0,W,794.27,11:30,10.08.2009
30.02,87,54,94.1,48,71.4,94.1,0,NNW,794.27,11:35,10.08.2009
30.02,87,54,94.8,48,72.1,94.8,0,NW,794.27,11:40,10.08.2009
30.02,87.2,54,95.1,47,71.8,95.1,0,N,794.27,11:45,10.08.2009
30.02,87.4,54,95.1,47,71.8,95.1,4.4,WNW,794.27,11:50,10.08.2009
30.02,87.6,54,95.1,47,71.8,95.1,0,WSW,794.27,11:55,10.08.2009
30.02,87.8,54,95.3,47,72,95.3,1.5,W,794.27,12:00,10.08.2009
30.02,87.8,54,95.5,47,72.1,95.5,0,W,794.27,12:05,10.08.2009
30.02,87.8,54,95.7,47,72.3,95.7,4.6,SSW,794.27,12:10,10.08.2009
30.02,88.1,54,96,46,72,96,1.3,W,794.27,12:15,10.08.2009
30.01,88.3,53,96.2,46,72.1,96.2,1.5,WSW,794.27,12:20,10.08.2009
30.01,88.5,53,96.4,46,72.3,96.4,0,WSW,794.27,12:25,10.08.2009
30,88.5,54,96.6,46,72.5,96.6,0,W,794.27,12:30,10.08.2009
30.01,88.7,54,96.6,46,72.5,96.6,0,NNW,794.27,12:35,10.08.2009
30,88.7,53,96.2,46,72.1,96.2,0,W,794.27,12:40,10.08.2009
30,88.8,53,96.4,46,72.3,96.4,0,N,794.27,12:45,10.08.2009
30,88.8,53,96.6,46,72.5,96.6,0,NW,794.27,12:50,10.08.2009
30,88.8,53,96.6,46,72.5,96.6,0,N,794.27,12:55,10.08.2009
29.99,89,53,96.9,45,72.1,96.9,0,WNW,794.27,13:00,10.08.2009
29.99,89.2,53,97.1,46,72.9,97.1,0,NW,794.27,13:05,10.08.2009
29.99,89.2,53,97.3,46,73.1,97.3,0,WSW,794.27,13:10,10.08.2009
30,89.6,53,98.2,45,73.3,98.2,0,WNW,794.27,13:15,10.08.2009
30,89.7,53,98.4,44,72.8,98.4,0,NW,794.27,13:20,10.08.2009
30,89.9,53,98.7,43,72.4,98.7,0,NNW,794.27,13:25,10.08.2009
30,89.9,53,98.6,43,72.2,98.6,8,NNW,794.27,13:30,10.08.2009
29.99,89.9,52,98.2,43,71.9,98.2,0,NNW,794.27,13:35,10.08.2009
29.99,89.9,53,97.8,44,72.3,97.8,0,N,794.27,13:40,10.08.2009
29.99,90.1,52,97.7,45,72.8,97.7,0,NNW,794.27,13:45,10.08.2009
29.99,90.3,52,98.2,45,73.3,98.2,0,W,794.27,13:50,10.08.2009
29.99,90.6,52,98.4,43,72.1,98.4,0,W,794.27,13:55,10.08.2009
29.98,90.6,52,98.4,43,72.1,98.4,0,W,794.27,14:00,10.08.2009
29.98,91,52,98.6,43,72.2,98.6,0,SW,794.27,14:05,10.08.2009
29.99,91.4,52,98.7,43,72.4,98.7,0,W,794.27,14:10,10.08.2009
29.98,91.7,52,99.1,44,73.4,99.1,0,W,794.27,14:15,10.08.2009
29.99,92.1,52,99.6,44,73.9,99.6,0,SW,794.27,14:20,10.08.2009
29.99,92.1,51,100,42,72.8,100,10.5,W,794.27,14:25,10.08.2009
29.98,92.3,51,99.5,42,72.4,99.5,2.2,SW,794.27,14:30,10.08.2009
29.98,92.6,51,99.1,42,72,99.1,5.8,WSW,794.27,14:35,10.08.2009
29.98,92.6,51,98.6,43,72.2,98.6,0,W,794.27,14:40,10.08.2009
29.97,92.6,50,98.4,43,72.1,98.4,0,NW,794.27,14:45,10.08.2009
29.98,92.6,50,98.4,43,72.1,98.4,0,NW,794.27,14:50,10.08.2009
29.97,92.6,51,98.4,42,71.4,98.4,0,NNW,794.27,14:55,10.08.2009
29.97,92.6,50,98.2,43,71.9,98.2,0,W,794.27,15:00,10.08.2009
29.97,92.8,50,98.4,43,72.1,98.4,0,NW,794.27,15:05,10.08.2009
29.97,93.2,50,98.6,43,72.2,98.6,0,NW,794.27,15:10,10.08.2009
29.96,93.3,50,98.7,42,71.7,98.7,0,WNW,794.27,15:15,10.08.2009
29.96,93.5,49,98.6,42,71.6,98.6,0,WSW,794.27,15:20,10.08.2009
29.96,93.5,49,98.7,42,71.7,98.7,0,N,794.27,15:25,10.08.2009
29.96,93.7,49,98.7,42,71.7,98.7,0,W,794.27,15:30,10.08.2009
29.95,93.9,49,98.7,43,72.4,98.7,0,NW,794.27,15:35,10.08.2009
29.95,94.2,49,98.7,43,72.4,98.7,2.2,SSW,794.27,15:40,10.08.2009
29.95,94.2,49,98.4,43,72.1,98.4,4.4,NNW,794.27,15:45,10.08.2009
29.95,94.4,49,98.4,43,72.1,98.4,5.3,NW,794.27,15:50,10.08.2009
29.95,94.4,49,98.2,43,71.9,98.2,7.3,SW,794.27,15:55,10.08.2009
29.95,94.6,49,97.8,45,72.9,97.8,0,SW,794.27,16:00,10.08.2009
29.94,94.8,49,97.8,45,72.9,97.8,2.9,NW,794.27,16:05,10.08.2009
29.94,94.6,49,97.8,44,72.3,97.8,0,WSW,794.27,16:10,10.08.2009
29.95,94.8,49,97.7,45,72.8,97.7,0,WSW,794.27,16:15,10.08.2009
29.94,94.8,49,97.5,45,72.6,97.5,0,WSW,794.27,16:20,10.08.2009
29.93,95,48,97.8,44,72.3,97.8,0,WSW,794.27,16:25,10.08.2009
29.93,95,48,97.5,44,72,97.5,0,WSW,794.27,16:30,10.08.2009
29.93,95.1,48,97.5,44,72,97.5,0,WNW,794.27,16:35,10.08.2009
29.93,95.1,48,96.9,44,71.5,96.9,0,SSW,794.27,16:40,10.08.2009
29.93,95.1,48,96.9,46,72.8,96.9,0,WSW,794.27,16:45,10.08.2009
29.93,95.3,48,96.6,46,72.5,96.6,0,SW,794.27,16:50,10.08.2009
29.93,95.5,48,96.6,46,72.5,96.6,0,WSW,794.27,16:55,10.08.2009
29.92,95.7,48,96.6,46,72.5,96.6,0,W,794.27,17:00,10.08.2009
29.92,95.9,48,96.6,46,72.5,96.6,0,WSW,794.27,17:05,10.08.2009
29.92,95.9,48,96.6,46,72.5,96.6,0,W,794.27,17:10,10.08.2009
29.92,96,48,96.6,46,72.5,96.6,0,W,794.27,17:15,10.08.2009
29.92,96,48,96.8,46,72.6,96.8,0,WSW,794.27,17:20,10.08.2009
29.93,96.2,48,96.6,47,73.1,96.6,3.8,SW,794.27,17:25,10.08.2009
29.92,96.2,48,96.6,47,73.1,96.6,0,WSW,794.27,17:30,10.08.2009
29.92,96,48,96.6,47,73.1,96.6,0,W,794.27,17:35,10.08.2009
29.92,96,48,96.4,46,72.3,96.4,1.1,NNW,794.27,17:40,10.08.2009
29.92,95.9,48,96.2,46,72.1,96.2,1.5,W,794.27,17:45,10.08.2009
29.92,95.9,48,96,46,72,96,0,NW,794.27,17:50,10.08.2009
29.92,95.9,48,95.7,47,72.3,95.7,0,NW,794.27,17:55,10.08.2009
29.92,95.9,48,95.7,47,72.3,95.7,0,WSW,794.27,18:00,10.08.2009
29.91,95.9,48,95.9,47,72.4,95.9,2.9,WNW,794.27,18:05,10.08.2009
29.91,96,48,95.7,47,72.3,95.7,0,NW,794.27,18:10,10.08.2009
29.91,96,48,95.7,47,72.3,95.7,0,W,794.27,18:15,10.08.2009
29.91,96,48,95.7,47,72.3,95.7,5.5,NW,794.27,18:20,10.08.2009
29.91,96,48,95.3,47,72,95.3,0,W,794.27,18:25,10.08.2009
29.91,96.2,48,95.3,48,72.6,95.3,0,NNW,794.27,18:30,10.08.2009
29.91,96.4,48,95.1,48,72.4,95.1,0,NW,794.27,18:35,10.08.2009
29.91,96.4,48,94.8,49,72.7,94.8,0,W,794.27,18:40,10.08.2009
29.91,96.4,48,94.8,49,72.7,94.8,0,WNW,794.27,18:45,10.08.2009
29.91,96.6,48,94.6,49,72.5,94.6,0,NNW,794.27,18:50,10.08.2009
29.91,96.6,48,94.4,50,73,94.4,2,SW,794.27,18:55,10.08.2009
29.91,96.6,48,94.2,50,72.8,94.2,6,NNW,794.27,19:00,10.08.2009
29.91,96.6,48,93.9,50,72.5,93.9,0,WSW,794.27,19:05,10.08.2009
29.92,96.6,48,93.9,51,73.1,93.9,5.3,W,794.27,19:10,10.08.2009
29.92,96.4,48,93.5,51,72.7,93.5,0,WSW,794.27,19:15,10.08.2009
29.93,96.4,48,93.3,51,72.6,93.3,0,W,794.27,19:20,10.08.2009
29.93,96.4,48,93,52,72.8,93,6.4,W,794.27,19:25,10.08.2009
29.93,96.4,48,93,52,72.8,93,8.7,NNW,794.27,19:30,10.08.2009
29.93,96.2,49,92.8,52,72.6,92.8,0,ESE,794.27,19:35,10.08.2009
29.93,96,49,92.4,53,72.9,92.4,5.8,W,794.27,19:40,10.08.2009
29.94,96.2,49,92.4,53,72.9,92.4,0,NW,794.27,19:45,10.08.2009
29.94,96.2,49,92.3,54,73.3,92.3,0,W,794.27,19:50,10.08.2009
29.94,96.2,49,91.9,54,72.9,91.9,0,WSW,794.27,19:55,10.08.2009
29.94,96.2,49,91.9,55,73.5,91.9,0,SW,794.27,20:00,10.08.2009
29.93,96.2,49,91.7,55,73.3,91.7,0,WSW,794.27,20:05,10.08.2009
29.92,96.2,49,91.5,55,73.1,91.5,0,WSW,794.27,20:10,10.08.2009
29.93,96.2,49,91.2,56,73.3,91.2,0,W,794.27,20:15,10.08.2009
29.94,96.2,50,91.2,56,73.3,91.2,0,WSW,794.27,20:20,10.08.2009
29.93,96,50,91.2,56,73.3,91.2,0,WNW,794.27,20:25,10.08.2009
29.94,96,50,91,56,73.2,91,0,NNW,794.27,20:30,10.08.2009
29.93,96,50,91,57,73.7,91,0,W,794.27,20:35,10.08.2009
29.93,96,50,90.8,57,73.5,90.7,7.6,NW,794.27,20:40,10.08.2009
29.93,96,50,90.6,57,73.4,90.6,0,W,794.27,20:45,10.08.2009
29.93,95.9,50,90.6,57,73.4,90.6,0,WNW,794.27,20:50,10.08.2009
29.94,95.9,50,90.5,57,73.2,90.5,0,WSW,794.27,20:55,10.08.2009
29.95,95.9,50,90.5,57,73.2,90.5,0,W,794.27,21:00,10.08.2009
29.94,95.9,50,90.5,57,73.2,90.5,0,W,794.27,21:05,10.08.2009
29.95,95.9,50,90.3,57,73,90.3,0,NNW,794.27,21:10,10.08.2009
29.95,95.7,49,90.5,57,73.2,90.5,0,WSW,794.27,21:15,10.08.2009
29.95,95.7,50,90.3,56,72.5,90.3,4,WNW,794.27,21:20,10.08.2009
29.96,95.7,50,90.3,56,72.5,90.2,4.2,NNW,794.27,21:25,10.08.2009
29.99,95.3,45,89.9,50,68.8,89.7,6.9,NNW,794.27,21:30,10.08.2009
29.99,94.4,44,88.1,50,67.2,87.4,9.8,WNW,794.27,21:35,10.08.2009
29.99,93.2,45,85.2,53,66.2,83,18.3,N,794.27,21:40,10.08.2009
29.99,92.1,46,84,55,66.1,84,0,W,794.27,21:45,10.08.2009
29.99,91.4,46,83.1,56,65.8,83.1,0.8,N,794.27,21:50,10.08.2009
29.98,90.8,47,82.2,58,66,79.9,10.9,N,794.27,21:55,10.08.2009
29.98,90.5,47,81.6,58,65.5,81.6,0,NNW,794.27,22:00,10.08.2009
29.98,90.3,48,81.3,58,65.1,79.5,7.8,NNW,794.27,22:05,10.08.2009
29.97,90.1,48,81.1,59,65.5,81.1,0,NNW,794.27,22:10,10.08.2009
29.97,89.9,48,81.1,59,65.5,81.1,0,NNW,794.27,22:15,10.08.2009
29.97,89.9,48,81.1,59,65.5,81.1,1.1,NW,794.27,22:20,10.08.2009
29.96,90.1,48,81.1,59,65.5,81.1,0,NW,794.27,22:25,10.08.2009
29.96,90.1,48,81.1,59,65.5,81.1,0,NW,794.27,22:30,10.08.2009
29.96,90.3,48,81.1,59,65.5,81.1,0,NW,794.27,22:35,10.08.2009
29.96,90.5,48,81.3,59,65.6,81.3,0,NNW,794.27,22:40,10.08.2009
29.96,90.6,48,81.3,59,65.6,81.3,0,NNW,794.27,22:45,10.08.2009
29.96,90.6,48,81.5,59,65.8,81.5,0,WNW,794.27,22:50,10.08.2009
29.96,90.5,48,81.6,59,66,81.6,0,NW,794.27,22:55,10.08.2009
29.95,90.3,48,81.6,59,66,81.6,0,NNW,794.27,23:00,10.08.2009
29.95,90.3,48,81.6,59,66,81.6,0,NNW,794.27,23:05,10.08.2009
29.95,90.5,48,81.6,59,66,81.6,0,NNW,794.27,23:10,10.08.2009
29.95,90.6,48,82,60,66.8,82,0,NNW,794.27,23:15,10.08.2009
29.95,90.8,48,81.8,60,66.6,81.8,0,NNW,794.27,23:20,10.08.2009
29.95,90.6,48,81.8,60,66.6,81.8,0,NNW,794.27,23:25,10.08.2009
29.95,90.3,48,81.6,60,66.5,81.6,0,NNW,794.27,23:30,10.08.2009
29.95,90.3,49,81.6,60,66.5,81.6,0,NNW,794.27,23:35,10.08.2009
29.95,90.5,49,81.6,60,66.5,81.6,0,NW,794.27,23:40,10.08.2009
29.95,90.6,49,81.6,60,66.5,81.6,0,NW,794.27,23:45,10.08.2009
29.95,90.6,49,81.8,60,66.6,81.8,0,NW,794.27,23:50,10.08.2009
29.94,90.6,49,82,60,66.8,82,0,NW,794.27,23:55,10.08.2009
29.94,90.8,48,82,60,66.8,82,0,NW,794.27,0:00,11.08.2009
29.94,90.8,49,82,60,66.8,82,0,NW,794.27,0:05,11.08.2009
29.94,90.6,48,82.2,60,67,82.2,0,NW,794.27,0:10,11.08.2009
29.94,90.5,49,82.2,60,67,82.2,0,NW,794.27,0:15,11.08.2009
29.93,90.5,49,82.2,60,67,82.2,0,NW,794.27,0:20,11.08.2009
29.94,90.5,49,82.2,60,67,82.2,0,NW,794.27,0:25,11.08.2009
29.94,90.6,49,82.2,61,67.4,82.2,0,NW,794.27,0:30,11.08.2009
29.94,90.6,49,82.2,61,67.4,82.2,0,NW,794.27,0:35,11.08.2009
29.93,90.8,49,82.2,60,67,82.2,0,NW,794.27,0:40,11.08.2009
29.93,90.8,49,82.2,61,67.4,82.2,0,NW,794.27,0:45,11.08.2009
29.93,90.6,49,82.2,61,67.4,82.2,0,NW,794.27,0:50,11.08.2009
29.94,90.6,49,82.2,61,67.4,82.2,0,NW,794.27,0:55,11.08.2009
29.93,90.6,49,82.2,61,67.4,82.2,0,NW,794.27,1:00,11.08.2009
29.94,90.6,49,82.2,60,67,82.2,0,WNW,794.27,1:05,11.08.2009
29.93,90.6,49,82.2,60,67,82.2,0,WNW,794.27,1:10,11.08.2009
29.93,90.6,49,82.2,60,67,82.2,0,WNW,794.27,1:15,11.08.2009
29.93,90.8,49,82.2,61,67.4,82.2,0,SW,794.27,1:20,11.08.2009
29.93,90.8,49,82.2,61,67.4,82.2,0,WNW,794.27,1:25,11.08.2009
29.93,90.6,49,82.2,61,67.4,82.2,0,WSW,794.27,1:30,11.08.2009
29.93,90.6,49,82.2,61,67.4,82.2,0,WNW,794.27,1:35,11.08.2009
29.93,90.6,50,82.2,61,67.4,82.2,0,NW,794.27,1:40,11.08.2009
29.93,90.6,49,82.2,61,67.4,82.2,0,NW,794.27,1:45,11.08.2009
29.93,90.6,50,82.2,62,67.9,82.2,0,NW,794.27,1:50,11.08.2009
29.93,90.6,50,82.2,62,67.9,82.2,0,NW,794.27,1:55,11.08.2009
29.93,90.6,50,82,62,67.7,82,0,NW,794.27,2:00,11.08.2009
29.93,90.6,50,82,62,67.7,82,0,NW,794.27,2:05,11.08.2009
29.93,90.6,50,82,62,67.7,82,0,NW,794.27,2:10,11.08.2009
29.93,90.6,50,82,62,67.7,82,0,NW,794.27,2:15,11.08.2009
29.93,90.5,50,82,62,67.7,82,0,NW,794.27,2:20,11.08.2009
29.92,90.5,50,81.6,63,67.9,81.6,0,NW,794.27,2:25,11.08.2009
29.92,90.5,50,81.6,63,67.9,81.6,0,NW,794.27,2:30,11.08.2009
29.93,90.3,50,81.5,63,67.7,81.5,0,NNW,794.27,2:35,11.08.2009
29.92,90.3,50,81.3,64,68,81.3,0,NW,794.27,2:40,11.08.2009
29.92,90.3,50,81.3,64,68,81.3,0,NW,794.27,2:45,11.08.2009
29.92,90.3,51,81.1,64,67.8,81.1,0,NW,794.27,2:50,11.08.2009
29.93,90.3,51,81.1,64,67.8,81.1,0,NW,794.27,2:55,11.08.2009
29.93,90.1,51,81.1,65,68.3,81.1,0,WNW,794.27,3:00,11.08.2009
29.93,90.3,50,81.1,65,68.3,81.1,0,NNW,794.27,3:05,11.08.2009
29.93,90.1,50,81.1,65,68.3,81.1,0,NNW,794.27,3:10,11.08.2009
29.94,90.1,50,81.1,65,68.3,81.1,0,NNW,794.27,3:15,11.08.2009
29.93,90.1,51,80.9,65,68.1,80.9,0,NNW,794.27,3:20,11.08.2009
29.93,90.1,50,80.9,65,68.1,80.9,0,NNW,794.27,3:25,11.08.2009
29.93,89.9,51,80.7,65,67.9,80.7,0,NNW,794.27,3:30,11.08.2009
29.92,89.9,51,80.7,65,67.9,80.7,0,NNW,794.27,3:35,11.08.2009
29.92,89.9,51,80.7,65,67.9,80.7,0,NNW,794.27,3:40,11.08.2009
29.92,90.1,51,80.7,65,67.9,80.7,0,NNW,794.27,3:45,11.08.2009
29.91,90.1,50,80.7,64,67.5,80.7,0,NNW,794.27,3:50,11.08.2009
29.91,90.1,50,80.7,64,67.5,80.7,0,NE,794.27,3:55,11.08.2009
29.91,89.9,50,80.7,65,67.9,80.7,0,SE,794.27,4:00,11.08.2009
29.91,89.9,50,80.7,65,67.9,80.7,0,SE,794.27,4:05,11.08.2009
29.91,89.9,50,80.7,64,67.5,80.7,0,SE,794.27,4:10,11.08.2009
29.91,89.7,50,80.6,64,67.3,80.6,0,SE,794.27,4:15,11.08.2009
29.91,89.7,50,80.6,64,67.3,80.6,0,SE,794.27,4:20,11.08.2009
29.91,89.7,51,80.6,64,67.3,80.6,0,SE,794.27,4:25,11.08.2009
29.91,89.7,51,80.6,64,67.3,80.6,0,SE,794.27,4:30,11.08.2009
29.91,89.7,51,80.7,64,67.5,80.7,0,SE,794.27,4:35,11.08.2009
29.9,89.7,51,80.7,64,67.5,80.7,0,SE,794.27,4:40,11.08.2009
29.9,89.7,51,80.7,64,67.5,80.7,0,WNW,794.27,4:45,11.08.2009
29.91,89.7,51,80.7,64,67.5,80.7,0,NW,794.27,4:50,11.08.2009
29.91,89.6,51,80.9,63,67.2,80.9,1.1,NNW,794.27,4:55,11.08.2009
29.91,89.4,51,80.9,63,67.2,80.9,0,W,794.27,5:00,11.08.2009
29.91,89.2,51,80.9,63,67.2,80.9,1.5,NNW,794.27,5:05,11.08.2009
29.91,89,51,80.9,64,67.6,80.9,0,W,794.27,5:10,11.08.2009
29.91,89,51,80.7,64,67.5,80.7,0,NW,794.27,5:15,11.08.2009
29.91,89,51,80.7,64,67.5,80.7,0,W,794.27,5:20,11.08.2009
29.91,88.8,51,80.6,64,67.3,80.6,0,WNW,794.27,5:25,11.08.2009
29.91,88.8,51,80.4,64,67.1,80.4,0,NW,794.27,5:30,11.08.2009
29.92,88.8,51,80.4,65,67.6,80.4,0,NNW,794.27,5:35,11.08.2009
29.92,88.8,51,80.4,65,67.6,80.4,0,NW,794.27,5:40,11.08.2009
29.92,88.7,51,80.2,66,67.9,80.2,0,NNW,794.27,5:45,11.08.2009
29.93,88.5,52,80.2,66,67.9,80.2,0,NW,794.27,5:50,11.08.2009
29.93,88.3,52,79.8,66,67.5,79.8,2.6,NNW,794.27,5:55,11.08.2009
29.93,88.1,52,79.8,66,67.5,79.8,3.3,NNW,794.27,6:00,11.08.2009
29.93,88.1,52,79.7,67,67.8,79.7,0,N,794.27,6:05,11.08.2009
29.94,87.9,52,79.5,67,67.6,79.5,0,NW,794.27,6:10,11.08.2009
29.94,87.8,53,79.5,67,67.6,77.5,7.6,NNW,794.27,6:15,11.08.2009
29.93,87.8,53,79.3,68,67.9,79.3,0,N,794.27,6:20,11.08.2009
29.93,87.6,53,79.3,68,67.9,79.3,0,NNW,794.27,6:25,11.08.2009
29.93,87.6,53,79.1,68,67.7,79.1,0.6,NNW,794.27,6:30,11.08.2009
29.93,87.6,53,79.3,68,67.9,79.3,2.9,NW,794.27,6:35,11.08.2009
29.93,87.4,53,79.3,68,67.9,79.3,0,WNW,794.27,6:40,11.08.2009
29.94,87.4,53,79.3,68,67.9,79.3,0,NNW,794.27,6:45,11.08.2009
29.94,87.4,53,79.3,68,67.9,79.3,0.6,NNW,794.27,6:50,11.08.2009
29.94,87.2,53,79.3,68,67.9,79.3,0,NNW,794.27,6:55,11.08.2009
29.94,87,53,79.3,68,67.9,79.3,0,NW,794.27,7:00,11.08.2009
29.94,87,53,79.3,68,67.9,78,5.8,NNW,794.27,7:05,11.08.2009
29.94,86.9,53,79.3,68,67.9,77.9,6,NNW,794.27,7:10,11.08.2009
29.94,86.7,54,79.3,68,67.9,79.3,4,NNW,794.27,7:15,11.08.2009
29.94,86.7,54,79.3,68,67.9,79.3,0,NW,794.27,7:20,11.08.2009
29.94,86.7,54,79.5,68,68,78,6.2,NNW,794.27,7:25,11.08.2009
29.95,86.7,54,79.5,68,68,78.7,4.9,NNW,794.27,7:30,11.08.2009
29.95,87,54,79.8,68,68.4,79.8,0,NNW,794.27,7:35,11.08.2009
29.95,87,54,80,67,68.1,80,0,NW,794.27,7:40,11.08.2009
29.96,87,54,80.2,67,68.3,80.2,0,W,794.27,7:45,11.08.2009
29.95,87,53,80.4,67,68.5,80.4,0,N,794.27,7:50,11.08.2009
29.95,87,54,80.4,67,68.5,80.4,0,NW,794.27,7:55,11.08.2009
29.95,87,53,80.7,66,68.4,80.7,2,NNW,794.27,8:00,11.08.2009
29.95,87,53,80.7,66,68.4,80.7,2.9,NW,794.27,8:05,11.08.2009
29.96,87,54,80.9,66,68.5,80.9,0,NW,794.27,8:10,11.08.2009
29.96,87.2,53,81.3,66,68.9,81.3,0,N,794.27,8:15,11.08.2009
29.95,87.2,53,81.6,65,68.8,81.6,1.3,NNW,794.27,8:20,11.08.2009
29.95,87,53,81.6,64,68.3,80.3,6.7,NW,794.27,8:25,11.08.2009
29.95,86.9,53,81.3,65,68.4,81.3,1.7,NW,794.27,8:30,11.08.2009
29.96,86.9,54,81.5,64,68.2,81.5,2.9,NNW,794.27,8:35,11.08.2009
29.96,87,54,81.5,64,68.2,81.5,0,NW,794.27,8:40,11.08.2009
29.96,87,54,81.6,64,68.3,81.6,0.6,N,794.27,8:45,11.08.2009
29.96,87.2,53,81.8,64,68.5,81.8,0,NW,794.27,8:50,11.08.2009
29.96,87.2,53,81.8,64,68.5,81.8,0,NNW,794.27,8:55,11.08.2009
29.96,87.4,53,82.2,64,68.8,82.2,0,NW,794.27,9:00,11.08.2009
29.96,87.4,53,83.3,63,69.4,83.3,0,WSW,794.27,9:05,11.08.2009
29.96,87.8,53,84.3,62,69.9,84.3,0,NW,794.27,9:10,11.08.2009
29.96,87.8,53,85.6,60,70.2,85.6,0,NNW,794.27,9:15,11.08.2009
29.96,87.6,52,86.7,57,69.7,86.4,4.6,NNW,794.27,9:20,11.08.2009
29.96,87.4,53,86.7,57,69.7,86.7,0,WNW,794.27,9:25,11.08.2009
29.96,87.4,52,86.9,56,69.3,86.9,0,NNW,794.27,9:30,11.08.2009
29.96,87.4,52,87.8,55,69.6,87.8,0,NW,794.27,9:35,11.08.2009
29.96,87.6,53,88.3,55,70.1,88.3,0,NNW,794.27,9:40,11.08.2009
29.97,87.8,52,89.2,54,70.4,89.2,0,NNW,794.27,9:45,11.08.2009
29.97,87.6,52,89.7,53,70.4,89.7,0,NNW,794.27,9:50,11.08.2009
29.96,87.6,52,89.7,52,69.8,89.5,6.9,NNW,794.27,9:55,11.08.2009
29.97,87.4,52,89.7,51,69.3,89.7,0,N,794.27,10:00,11.08.2009
29.97,87.4,52,89.7,52,69.8,89.7,0,NW,794.27,10:05,11.08.2009
29.97,87.4,52,89.9,51,69.4,89.9,0,WNW,794.27,10:10,11.08.2009
29.97,87.4,52,90.3,52,70.3,90.1,6.2,NNW,794.27,10:15,11.08.2009
29.97,87.6,52,90.6,50,69.5,90.6,2.4,N,794.27,10:20,11.08.2009
29.97,87.6,52,90.8,51,70.2,90.8,0,NW,794.27,10:25,11.08.2009
29.97,87.8,52,91,49,69.2,90.9,10.5,NNW,794.27,10:30,11.08.2009
29.97,87.8,52,90.6,50,69.5,90.6,4.6,WNW,794.27,10:35,11.08.2009
29.97,87.8,52,90.8,50,69.7,90.8,0,NW,794.27,10:40,11.08.2009
29.97,87.8,52,91,50,69.8,91,0,NNW,794.27,10:45,11.08.2009
29.96,87.9,52,91.7,50,70.5,91.7,0,N,794.27,10:50,11.08.2009
